condition,id,baseline_car1,update_car1
Sign Bottom,7428,156470,157295
Sign Top,7429,9230,33336
Sign Bottom,7430,122929,160286
Sign Top,7431,41009,59790
Sign Top,7432,134929,157581
Sign Top,7433,34676,68010
Sign Top,7434,4493,45620
Sign Bottom,7435,28112,50731
Sign Top,7436,50,10815
Sign Top,7437,63000,74060
Sign Top,7438,211157,228881
Sign Top,7439,18850,38519
Sign Bottom,7440,127483,129251
Sign Top,7441,176823,199054
Sign Top,7442,4404,34876
Sign Top,7443,102335,126825
Sign Bottom,7444,60254,69830
Sign Top,7445,28753,43880
Sign Top,7446,12,5781
Sign Top,7447,84506,133677
Sign Top,7448,129572,158187
Sign Top,7449,41000,43805
Sign Bottom,7450,48714,59854
Sign Bottom,7451,105865,145214
Sign Bottom,7452,136340,177053
Sign Bottom,7453,33119,66264
Sign Bottom,7454,40221,80217
Sign Bottom,7455,28205,65819
Sign Top,7456,63638,67279
Sign Bottom,7457,90988,119221
Sign Top,7458,48000,92084
Sign Top,7459,80664,119759
Sign Top,7460,52000,97141
Sign Bottom,7461,23516,50024
Sign Bottom,7462,91427,138040
Sign Top,7463,68775,73116
Sign Bottom,7464,101038,138361
Sign Top,7465,83433,84325
Sign Top,7466,65668,111526
Sign Top,7467,65000,102154
Sign Bottom,7468,98461,107572
Sign Bottom,7469,61186,67189
Sign Bottom,7470,99033,139598
Sign Bottom,7471,89326,104773
Sign Top,7472,5000,21908
Sign Top,7473,12601,38131
Sign Bottom,7474,121625,123355
Sign Bottom,7475,75479,95058
Sign Top,7476,89094,131882
Sign Top,7477,14472,30740
Sign Bottom,7478,142037,164622
Sign Top,7479,57063,67422
Sign Bottom,7480,70478,73023
Sign Top,7481,39000,83297
Sign Top,7482,5000,13418
Sign Bottom,7483,88318,122856
Sign Bottom,7484,22700,46929
Sign Bottom,7485,4726,11287
Sign Bottom,7486,41213,62084
Sign Bottom,7487,17770,65961
Sign Top,7488,54484,73616
Sign Top,7489,1610,31161
Sign Top,7490,42456,75406
Sign Top,7491,11500,12491
Sign Bottom,7492,75415,80071
Sign Top,7493,22700,59570
Sign Top,7494,10,40159
Sign Bottom,7495,10189,10800
Sign Top,7496,95715,99857
Sign Bottom,7497,50250,67940
Sign Top,7498,77000,107976
Sign Bottom,7499,199938,215286
Sign Bottom,7500,24892,25298
Sign Top,7501,65326,66633
Sign Top,7502,81615,95663
Sign Bottom,7503,22871,66887
Sign Bottom,7504,30169,57011
Sign Bottom,7505,97427,100326
Sign Top,7506,9952,29614
Sign Top,7507,46309,91555
Sign Top,7508,150550,177333
Sign Bottom,7509,3905,35029
Sign Top,7510,394,9619
Sign Top,7511,63023,110754
Sign Top,7512,75000,76926
Sign Bottom,7513,112098,114961
Sign Bottom,7514,120000,169531
Sign Bottom,7515,150348,152569
Sign Top,7516,6,12918
Sign Top,7517,9,7981
Sign Top,7518,10919,56898
Sign Top,7519,96659,114100
Sign Top,7520,41039,56736
Sign Bottom,7521,145250,162616
Sign Top,7522,50200,82765
Sign Bottom,7523,101912,137657
Sign Top,7524,38719,71292
Sign Bottom,7525,80820,119363
Sign Top,7526,2,26644
Sign Bottom,7527,7978,9161
Sign Top,7528,119377,142042
Sign Bottom,7529,27679,32352
Sign Bottom,7530,171721,175732
Sign Top,7531,154,46435
Sign Top,7532,61198,99018
Sign Top,7533,39332,83919
Sign Top,7534,15382,54835
Sign Top,7535,11937,52868
Sign Bottom,7536,35887,83484
Sign Top,7537,63136,80141
Sign Top,7538,54868,81170
Sign Bottom,7539,29276,64526
Sign Bottom,7540,14846,23819
Sign Bottom,7541,29412,70280
Sign Bottom,7542,97396,109416
Sign Bottom,7543,37184,68180
Sign Top,7544,46226,51571
Sign Bottom,7545,122310,156374
Sign Top,7546,59827,100549
Sign Top,7547,109000,118921
Sign Top,7548,204999,221700
Sign Bottom,7549,25,21335
Sign Bottom,7550,92495,99358
Sign Bottom,7551,60054,69495
Sign Top,7552,106600,139394
Sign Bottom,7553,102200,126015
Sign Top,7554,67646,96949
Sign Bottom,7555,78190,128137
Sign Top,7556,34937,71939
Sign Top,7557,3800,6576
Sign Bottom,7558,25969,70281
Sign Bottom,7559,158020,189187
Sign Bottom,7560,115378,130713
Sign Bottom,7561,71904,72628
Sign Top,7562,993,13384
Sign Bottom,7563,43086,83637
Sign Bottom,7564,150000,182743
Sign Top,7565,56953,61955
Sign Bottom,7566,142131,160215
Sign Bottom,7567,80703,100904
Sign Top,7568,36453,37996
Sign Top,7569,114043,130837
Sign Bottom,7570,9200,9609
Sign Top,7571,90480,115886
Sign Top,7572,17201,58584
Sign Top,7573,17555,26566
Sign Top,7574,21000,26481
Sign Top,7575,89034,133878
Sign Bottom,7576,8672,45407
Sign Bottom,7577,78200,112474
Sign Bottom,7578,59297,68845
Sign Top,7579,210496,225228
Sign Bottom,7580,39977,42493
Sign Bottom,7581,129936,164125
Sign Bottom,7582,54946,61656
Sign Top,7583,353,44997
Sign Top,7584,35137,49863
Sign Top,7585,58591,67689
Sign Bottom,7586,107418,155343
Sign Bottom,7587,57668,84510
Sign Bottom,7588,226500,267791
Sign Top,7589,367,40084
Sign Bottom,7590,56348,93482
Sign Top,7591,15812,64606
Sign Top,7592,136844,165644
Sign Bottom,7593,55807,81456
Sign Top,7594,558,16240
Sign Top,7595,1474,50160
Sign Top,7596,4087,25411
Sign Bottom,7597,120692,149923
Sign Bottom,7598,49622,76087
Sign Bottom,7599,60107,94193
Sign Top,7600,110263,150311
Sign Bottom,7601,150387,191030
Sign Top,7602,34116,38043
Sign Bottom,7603,8985,42164
Sign Bottom,7604,12291,59065
Sign Top,7605,154676,187269
Sign Top,7606,97394,131703
Sign Top,7607,168724,204228
Sign Top,7608,10,10662
Sign Bottom,7609,55366,72790
Sign Bottom,7610,73266,78305
Sign Top,7611,59000,92175
Sign Bottom,7612,17768,23886
Sign Bottom,7613,82375,97734
Sign Top,7614,50,46530
Sign Top,7615,134203,135842
Sign Bottom,7616,118487,153198
Sign Top,7617,143955,192426
Sign Top,7618,1001,10918
Sign Bottom,7619,105510,141534
Sign Bottom,7620,259342,271299
Sign Top,7621,34297,60888
Sign Bottom,7622,27603,52370
Sign Top,7623,89000,92164
Sign Bottom,7624,4535,14085
Sign Bottom,7625,80283,99708
Sign Bottom,7626,130427,146124
Sign Top,7627,170000,206118
Sign Bottom,7628,49330,78054
Sign Bottom,7629,138172,187487
Sign Top,7630,30000,66551
Sign Bottom,7631,17019,17348
Sign Top,7632,68989,109061
Sign Bottom,7633,91786,140103
Sign Bottom,7634,16648,19742
Sign Bottom,7635,38663,79126
Sign Top,7636,56767,66084
Sign Top,7637,149873,191382
Sign Top,7638,160089,187475
Sign Bottom,7639,6395,32259
Sign Bottom,7640,74347,115785
Sign Bottom,7641,53696,76412
Sign Top,7642,184244,208351
Sign Top,7643,33168,78070
Sign Bottom,7644,57799,84178
Sign Top,7645,40468,66374
Sign Bottom,7646,12576,16594
Sign Bottom,7647,52185,57970
Sign Top,7648,92549,125839
Sign Top,7649,1931,35083
Sign Bottom,7650,113124,117628
Sign Top,7651,91000,129932
Sign Bottom,7652,16345,42675
Sign Bottom,7653,340232,363731
Sign Bottom,7654,130262,163369
Sign Bottom,7655,79550,96281
Sign Top,7656,42029,60233
Sign Top,7657,94349,116764
Sign Bottom,7658,17906,19904
Sign Top,7659,20437,58873
Sign Bottom,7660,141740,148681
Sign Top,7661,152970,195202
Sign Bottom,7662,216674,248561
Sign Top,7663,70850,84447
Sign Top,7664,4000,24898
Sign Bottom,7665,90262,115962
Sign Bottom,7666,3465,18657
Sign Bottom,7667,68587,105048
Sign Top,7668,700,22738
Sign Top,7669,54302,59286
Sign Top,7670,2065,37329
Sign Top,7671,107,15521
Sign Bottom,7672,86937,134689
Sign Top,7673,7782,11403
Sign Top,7674,98085,106114
Sign Top,7675,97155,106287
Sign Top,7676,103657,110101
Sign Bottom,7677,37190,83431
Sign Bottom,7678,163219,166218
Sign Bottom,7679,70661,98601
Sign Top,7680,50377,51775
Sign Top,7681,99600,148215
Sign Top,7682,60817,64114
Sign Top,7683,137000,184415
Sign Top,7684,90010,132964
Sign Top,7685,148513,151290
Sign Bottom,7686,98927,148277
Sign Bottom,7687,139037,174431
Sign Bottom,7688,126107,168635
Sign Top,7689,16,35793
Sign Bottom,7690,32401,61426
Sign Top,7691,48000,69377
Sign Top,7692,56530,77168
Sign Top,7693,98224,136120
Sign Top,7694,51055,79083
Sign Bottom,7695,135164,152351
Sign Bottom,7696,47120,48932
Sign Bottom,7697,10643,60324
Sign Bottom,7698,138014,142895
Sign Top,7699,647,22379
Sign Top,7700,0,15204
Sign Bottom,7701,76077,110799
Sign Top,7702,107206,123979
Sign Bottom,7703,93954,97426
Sign Top,7704,98068,139639
Sign Top,7705,120000,129897
Sign Bottom,7706,83878,123909
Sign Top,7707,29765,76392
Sign Bottom,7708,128659,144931
Sign Top,7709,91298,132643
Sign Bottom,7710,43099,70636
Sign Top,7711,31198,44666
Sign Top,7712,525,18790
Sign Top,7713,51760,83886
Sign Bottom,7714,32454,47160
Sign Bottom,7715,44511,67378
Sign Bottom,7716,55297,95593
Sign Bottom,7717,79396,104869
Sign Top,7718,14000,31064
Sign Top,7719,97000,145458
Sign Bottom,7720,76985,105361
Sign Bottom,7721,75675,89694
Sign Bottom,7722,61766,85886
Sign Top,7723,45,1709
Sign Bottom,7724,92781,107944
Sign Bottom,7725,28300,38928
Sign Bottom,7726,14578,58149
Sign Bottom,7727,146182,192374
Sign Bottom,7728,40806,70636
Sign Top,7729,8500,33060
Sign Top,7730,30107,41013
Sign Top,7731,698,32724
Sign Bottom,7732,102985,130619
Sign Bottom,7733,137540,171991
Sign Bottom,7734,89253,131151
Sign Bottom,7735,51056,51819
Sign Bottom,7736,72053,96310
Sign Top,7737,54572,74810
Sign Top,7738,32612,61911
Sign Bottom,7739,102159,131624
Sign Top,7740,42000,74518
Sign Bottom,7741,118029,143568
Sign Top,7742,1067,26838
Sign Top,7743,50195,59302
Sign Top,7744,27433,73703
Sign Bottom,7745,40269,60189
Sign Top,7746,58950,102792
Sign Top,7747,201,22714
Sign Bottom,7748,96878,123718
Sign Top,7749,11289,23070
Sign Top,7750,160885,194092
Sign Bottom,7751,20973,23793
Sign Top,7752,5100,40804
Sign Top,7753,97000,117396
Sign Bottom,7754,84736,85218
Sign Top,7755,42000,51456
Sign Top,7756,0,7177
Sign Bottom,7757,71713,71737
Sign Top,7758,22667,23735
Sign Bottom,7759,71458,87993
Sign Top,7760,62886,110894
Sign Top,7761,9000,21443
Sign Top,7762,110156,127941
Sign Top,7763,830,37325
Sign Bottom,7764,142014,167806
Sign Top,7765,38500,52028
Sign Bottom,7766,28091,55269
Sign Bottom,7767,150000,184389
Sign Bottom,7768,21528,21590
Sign Top,7769,52000,63233
Sign Bottom,7770,86407,116336
Sign Bottom,7771,38117,85543
Sign Bottom,7772,35400,57361
Sign Top,7773,49519,77437
Sign Top,7774,19511,28128
Sign Top,7775,43296,84760
Sign Bottom,7776,41781,46626
Sign Bottom,7777,115692,116208
Sign Top,7778,81000,130958
Sign Top,7779,72013,109943
Sign Top,7780,70185,91140
Sign Top,7781,9000,43584
Sign Top,7782,52487,64375
Sign Bottom,7783,54774,84198
Sign Bottom,7784,44126,92198
Sign Top,7785,3745,6654
Sign Top,7786,31400,58917
Sign Top,7787,65601,81249
Sign Bottom,7788,24707,55544
Sign Bottom,7789,61100,99417
Sign Bottom,7790,126310,148355
Sign Top,7791,25119,32926
Sign Bottom,7792,84500,95565
Sign Top,7793,63285,85831
Sign Top,7794,180000,218420
Sign Bottom,7795,35387,47637
Sign Top,7796,24014,35226
Sign Top,7797,5,49212
Sign Bottom,7798,188512,204225
Sign Top,7799,29636,55804
Sign Bottom,7800,44519,80116
Sign Bottom,7801,171013,211565
Sign Bottom,7802,88618,114714
Sign Top,7803,0,46100
Sign Top,7804,60000,108799
Sign Top,7805,630,22996
Sign Top,7806,3628,38199
Sign Top,7807,782,9618
Sign Top,7808,77781,116433
Sign Top,7809,135757,139882
Sign Top,7810,53881,63980
Sign Bottom,7811,90224,132398
Sign Bottom,7812,189978,210603
Sign Top,7813,125920,149529
Sign Bottom,7814,89362,119573
Sign Top,7815,133458,143217
Sign Bottom,7816,85715,121869
Sign Bottom,7817,148000,161417
Sign Bottom,7818,13402,60735
Sign Top,7819,34081,65761
Sign Bottom,7820,62000,84265
Sign Bottom,7821,184198,222606
Sign Top,7822,0,44434
Sign Top,7823,40263,78304
Sign Bottom,7824,853,11652
Sign Top,7825,94090,123209
Sign Bottom,7826,80385,127357
Sign Top,7827,71644,115630
Sign Top,7828,59326,72719
Sign Bottom,7829,184080,210594
Sign Top,7830,80974,100199
Sign Bottom,7831,293803,299935
Sign Bottom,7832,5743,31809
Sign Top,7833,47647,72518
Sign Top,7834,63657,73204
Sign Top,7835,180090,215801
Sign Bottom,7836,32796,56312
Sign Top,7837,740,35917
Sign Bottom,7838,85204,93053
Sign Bottom,7839,30109,79967
Sign Top,7840,201915,239721
Sign Bottom,7841,150377,165450
Sign Bottom,7842,65892,68613
Sign Bottom,7843,55147,71573
Sign Bottom,7844,197000,213263
Sign Bottom,7845,66062,67034
Sign Top,7846,14309,46927
Sign Top,7847,60000,94762
Sign Top,7848,82813,119109
Sign Top,7849,126000,172032
Sign Bottom,7850,100137,146401
Sign Bottom,7851,121955,125414
Sign Top,7852,1075,36518
Sign Bottom,7853,14103,30926
Sign Top,7854,79344,128394
Sign Bottom,7855,40019,64526
Sign Bottom,7856,99406,116568
Sign Top,7857,20000,47456
Sign Bottom,7858,140757,185249
Sign Bottom,7859,53399,54487
Sign Bottom,7860,30563,76408
Sign Top,7861,32320,56068
Sign Top,7862,16200,46180
Sign Bottom,7863,20670,33941
Sign Top,7864,3,29732
Sign Bottom,7865,31363,74074
Sign Bottom,7866,113627,154626
Sign Bottom,7867,206666,235243
Sign Bottom,7868,13780,54726
Sign Top,7869,75000,90566
Sign Bottom,7870,50539,97806
Sign Top,7871,25210,51390
Sign Top,7872,10,7305
Sign Top,7873,52103,57539
Sign Top,7874,111232,122330
Sign Top,7875,228098,253210
Sign Top,7876,114622,121564
Sign Top,7877,18684,43210
Sign Bottom,7878,203158,213281
Sign Top,7879,25163,70801
Sign Bottom,7880,44729,88610
Sign Bottom,7881,46311,52539
Sign Top,7882,106000,147591
Sign Top,7883,8408,22357
Sign Top,7884,63168,90115
Sign Bottom,7885,3954,32605
Sign Top,7886,17000,31163
Sign Top,7887,29,42731
Sign Top,7888,67778,107643
Sign Bottom,7889,10460,59563
Sign Top,7890,101301,109237
Sign Bottom,7891,8500,16974
Sign Top,7892,62148,104744
Sign Top,7893,73520,73889
Sign Bottom,7894,155637,201762
Sign Bottom,7895,64580,111085
Sign Bottom,7896,2386,8874
Sign Top,7897,129500,156641
Sign Top,7898,35475,67435
Sign Top,7899,34164,68548
Sign Top,7900,36339,53436
Sign Bottom,7901,57227,79083
Sign Top,7902,68200,72122
Sign Top,7903,104159,144402
Sign Top,7904,76104,79602
Sign Top,7905,5612,40740
Sign Bottom,7906,30115,48517
Sign Bottom,7907,53538,80053
Sign Top,7908,6878,40111
Sign Bottom,7909,2052,34714
Sign Top,7910,21727,69189
Sign Bottom,7911,140149,158150
Sign Top,7912,28593,70555
Sign Bottom,7913,5650,19959
Sign Top,7914,48385,78150
Sign Top,7915,142821,172773
Sign Top,7916,29957,78555
Sign Bottom,7917,38000,60077
Sign Bottom,7918,2300,3755
Sign Top,7919,103,15479
Sign Top,7920,139492,167008
Sign Bottom,7921,59000,70189
Sign Top,7922,62000,109967
Sign Top,7923,196000,227300
Sign Bottom,7924,10276,59926
Sign Top,7925,108466,119707
Sign Top,7926,8207,16719
Sign Bottom,7927,10770,40024
Sign Bottom,7928,70022,103592
Sign Bottom,7929,125124,137256
Sign Bottom,7930,26428,53258
Sign Top,7931,175000,214544
Sign Bottom,7932,139893,188132
Sign Top,7933,38271,59952
Sign Bottom,7934,126429,139361
Sign Bottom,7935,87170,103543
Sign Bottom,7936,11126,59806
Sign Top,7937,116299,161535
Sign Top,7938,157911,157987
Sign Bottom,7939,120564,150723
Sign Bottom,7940,2413,25790
Sign Bottom,7941,13149,60313
Sign Bottom,7942,112456,126263
Sign Bottom,7943,11463,39143
Sign Top,7944,41341,63909
Sign Top,7945,765,47772
Sign Bottom,7946,31126,37627
Sign Bottom,7947,6922,18487
Sign Top,7948,79927,106926
Sign Bottom,7949,57085,87544
Sign Top,7950,100000,139792
Sign Bottom,7951,153246,165734
Sign Bottom,7952,200334,229614
Sign Bottom,7953,96610,102399
Sign Top,7954,52925,69285
Sign Top,7955,37000,57802
Sign Bottom,7956,25687,49283
Sign Bottom,7957,105785,116236
Sign Top,7958,73986,102021
Sign Bottom,7959,35349,77891
Sign Top,7960,963,20852
Sign Top,7961,46370,87550
Sign Bottom,7962,22458,43467
Sign Top,7963,42794,46150
Sign Top,7964,6500,24378
Sign Bottom,7965,4481,23972
Sign Top,7966,0,10351
Sign Top,7967,74618,123038
Sign Bottom,7968,35615,37964
Sign Bottom,7969,48433,71411
Sign Bottom,7970,160707,203995
Sign Bottom,7971,6234,28230
Sign Bottom,7972,34092,51858
Sign Bottom,7973,19442,39645
Sign Bottom,7974,24898,71200
Sign Bottom,7975,112754,129843
Sign Top,7976,11000,52324
Sign Top,7977,46254,78229
Sign Top,7978,23475,58010
Sign Bottom,7979,64137,74820
Sign Top,7980,72000,92562
Sign Top,7981,59298,82938
Sign Bottom,7982,201755,227258
Sign Bottom,7983,72311,84608
Sign Top,7984,40,41425
Sign Bottom,7985,39042,53508
Sign Bottom,7986,79640,115913
Sign Top,7987,112481,116697
Sign Top,7988,87877,93874
Sign Top,7989,114509,157281
Sign Top,7990,100010,126286
Sign Bottom,7991,53140,56504
Sign Top,7992,106000,122052
Sign Top,7993,45989,58266
Sign Bottom,7994,174526,218520
Sign Top,7995,45694,93453
Sign Top,7996,160627,168995
Sign Top,7997,115123,164365
Sign Top,7998,29813,62766
Sign Bottom,7999,118316,148053
Sign Top,8000,81106,98193
Sign Top,8001,70000,82359
Sign Top,8002,84690,120915
Sign Bottom,8003,36966,62348
Sign Bottom,8004,108641,124754
Sign Bottom,8005,59828,90249
Sign Bottom,8006,21974,29907
Sign Top,8007,99333,127745
Sign Bottom,8008,90367,105081
Sign Top,8009,122509,160749
Sign Top,8010,168124,180800
Sign Bottom,8011,72300,103798
Sign Bottom,8012,109349,135476
Sign Top,8013,22000,56970
Sign Bottom,8014,115000,141733
Sign Bottom,8015,91709,140197
Sign Bottom,8016,66932,109394
Sign Top,8017,97518,109830
Sign Top,8018,13545,55644
Sign Bottom,8019,133924,183179
Sign Bottom,8020,54969,64041
Sign Top,8021,90410,134692
Sign Bottom,8022,39616,70839
Sign Top,8023,58600,74147
Sign Bottom,8024,123208,124701
Sign Bottom,8025,0,26621
Sign Top,8026,80707,126153
Sign Bottom,8027,40284,66644
Sign Bottom,8028,46183,64576
Sign Bottom,8029,41868,80372
Sign Top,8030,59207,105542
Sign Bottom,8031,120898,155969
Sign Top,8032,34950,62770
Sign Bottom,8033,18017,45033
Sign Top,8034,4000,10497
Sign Top,8035,0,35538
Sign Bottom,8036,51959,64186
Sign Top,8037,134000,137546
Sign Bottom,8038,88400,108990
Sign Top,8039,9661,42874
Sign Top,8040,3400,22356
Sign Bottom,8041,66371,113663
Sign Bottom,8042,86612,120506
Sign Bottom,8043,216432,220023
Sign Bottom,8044,241317,275231
Sign Bottom,8045,10403,54751
Sign Top,8046,141514,167824
Sign Bottom,8047,5303,14974
Sign Top,8048,48394,69958
Sign Bottom,8049,93428,121238
Sign Bottom,8050,11606,34583
Sign Bottom,8051,104646,111964
Sign Top,8052,118726,160732
Sign Top,8053,150300,159651
Sign Top,8054,29,42553
Sign Bottom,8055,105504,145698
Sign Top,8056,21561,60843
Sign Bottom,8057,122575,159756
Sign Top,8058,307,27797
Sign Top,8059,34840,36698
Sign Top,8060,35068,79158
Sign Top,8061,34000,46733
Sign Top,8062,146516,188929
Sign Bottom,8063,47678,73036
Sign Bottom,8064,75152,107563
Sign Bottom,8065,102815,146741
Sign Bottom,8066,62268,105463
Sign Bottom,8067,10413,47171
Sign Top,8068,0,13423
Sign Top,8069,100904,128609
Sign Top,8070,46000,92921
Sign Top,8071,65000,108396
Sign Top,8072,7103,17772
Sign Top,8073,78000,88948
Sign Top,8074,42909,73002
Sign Top,8075,30000,78060
Sign Top,8076,2000,13489
Sign Bottom,8077,226158,246148
Sign Top,8078,3389,45412
Sign Top,8079,41079,51100
Sign Bottom,8080,39700,82931
Sign Top,8081,71953,110766
Sign Top,8082,70718,101728
Sign Bottom,8083,83000,130525
Sign Top,8084,78508,111154
Sign Bottom,8085,208610,210105
Sign Bottom,8086,98427,134334
Sign Top,8087,8477,49969
Sign Top,8088,289436,304485
Sign Top,8089,51000,74530
Sign Bottom,8090,115660,152344
Sign Bottom,8091,60130,106217
Sign Bottom,8092,100306,135635
Sign Bottom,8093,26683,45674
Sign Top,8094,103200,132652
Sign Top,8095,45160,54121
Sign Bottom,8096,80367,95378
Sign Top,8097,24513,34811
Sign Top,8098,19256,43081
Sign Top,8099,4870,44290
Sign Bottom,8100,96234,119399
Sign Bottom,8101,22483,36115
Sign Bottom,8102,75627,91448
Sign Bottom,8103,136000,171475
Sign Bottom,8104,93256,112650
Sign Top,8105,61564,106763
Sign Bottom,8106,39102,45413
Sign Bottom,8107,20000,29309
Sign Top,8108,70809,78871
Sign Top,8109,107000,135568
Sign Bottom,8110,65553,103098
Sign Top,8111,78905,113163
Sign Top,8112,64952,80758
Sign Top,8113,11273,26478
Sign Bottom,8114,51555,62563
Sign Top,8115,128,19370
Sign Top,8116,33998,75943
Sign Bottom,8117,17761,19601
Sign Bottom,8118,28229,31200
Sign Bottom,8119,167404,194159
Sign Bottom,8120,60543,107865
Sign Top,8121,72455,104856
Sign Top,8122,114000,118941
Sign Top,8123,729,27950
Sign Bottom,8124,46845,58032
Sign Bottom,8125,16393,26276
Sign Top,8126,50535,82624
Sign Bottom,8127,7201,55387
Sign Bottom,8128,3700,34182
Sign Bottom,8129,97358,125838
Sign Bottom,8130,18314,66975
Sign Top,8131,162000,167532
Sign Top,8132,83466,102150
Sign Bottom,8133,95430,133402
Sign Top,8134,115251,153809
Sign Bottom,8135,88277,137007
Sign Top,8136,20654,30656
Sign Bottom,8137,126989,148145
Sign Bottom,8138,82606,91075
Sign Top,8139,72998,99710
Sign Bottom,8140,30652,73180
Sign Top,8141,51822,94862
Sign Bottom,8142,143831,156553
Sign Bottom,8143,11683,37963
Sign Top,8144,2458,14230
Sign Bottom,8145,111721,115368
Sign Bottom,8146,260243,298350
Sign Top,8147,67,19917
Sign Bottom,8148,116476,124793
Sign Bottom,8149,89922,127226
Sign Top,8150,21,11827
Sign Top,8151,62034,87906
Sign Bottom,8152,129957,136023
Sign Top,8153,197454,226332
Sign Bottom,8154,128431,154589
Sign Top,8155,94473,120228
Sign Bottom,8156,48917,76410
Sign Top,8157,40000,73399
Sign Top,8158,17000,61152
Sign Bottom,8159,85567,125596
Sign Top,8160,10000,12267
Sign Bottom,8161,124583,148422
Sign Bottom,8162,90179,113857
Sign Bottom,8163,201217,221328
Sign Top,8164,103139,145285
Sign Bottom,8165,87468,118149
Sign Top,8166,111043,138208
Sign Bottom,8167,76930,107661
Sign Bottom,8168,104753,107324
Sign Top,8169,165346,208390
Sign Bottom,8170,88405,128770
Sign Top,8171,16000,18680
Sign Top,8172,10593,38285
Sign Top,8173,136127,168530
Sign Bottom,8174,195311,242079
Sign Bottom,8175,12500,19121
Sign Top,8176,66100,111691
Sign Top,8177,365,46232
Sign Top,8178,50100,66761
Sign Bottom,8179,34375,65070
Sign Top,8180,126591,134697
Sign Bottom,8181,25203,73498
Sign Top,8182,61948,90973
Sign Bottom,8183,34760,54495
Sign Top,8184,110898,136619
Sign Bottom,8185,108538,126257
Sign Top,8186,54011,64578
Sign Top,8187,6200,46732
Sign Bottom,8188,120888,137602
Sign Bottom,8189,41579,68653
Sign Bottom,8190,348702,394206
Sign Top,8191,24597,61384
Sign Bottom,8192,135056,142381
Sign Top,8193,285792,298307
Sign Bottom,8194,101305,135108
Sign Top,8195,103,5819
Sign Top,8196,30768,50565
Sign Top,8197,104832,151814
Sign Top,8198,59059,98266
Sign Bottom,8199,144088,166753
Sign Top,8200,19767,51075
Sign Top,8201,12505,49261
Sign Top,8202,132659,151441
Sign Bottom,8203,41514,41733
Sign Bottom,8204,193910,218999
Sign Bottom,8205,75002,120470
Sign Bottom,8206,75167,114066
Sign Bottom,8207,11060,36502
Sign Bottom,8208,169983,184519
Sign Bottom,8209,16981,30118
Sign Top,8210,10,21382
Sign Top,8211,41042,86992
Sign Top,8212,34982,52614
Sign Bottom,8213,96832,116018
Sign Bottom,8214,16523,25929
Sign Top,8215,160763,192054
Sign Bottom,8216,14677,18279
Sign Bottom,8217,266923,308066
Sign Top,8218,47000,70418
Sign Bottom,8219,3155,52941
Sign Bottom,8220,22108,23531
Sign Top,8221,44345,94342
Sign Top,8222,214,13155
Sign Bottom,8223,45350,64234
Sign Bottom,8224,62365,88899
Sign Bottom,8225,138805,165048
Sign Bottom,8226,127855,166278
Sign Bottom,8227,110924,136442
Sign Bottom,8228,80649,88469
Sign Bottom,8229,73148,98080
Sign Bottom,8230,39450,41577
Sign Top,8231,12699,45023
Sign Top,8232,45529,74404
Sign Bottom,8233,41588,86002
Sign Bottom,8234,54789,59381
Sign Top,8235,53882,54846
Sign Top,8236,28000,50567
Sign Top,8237,190494,219087
Sign Bottom,8238,1089,29729
Sign Bottom,8239,63377,91003
Sign Bottom,8240,110070,151379
Sign Bottom,8241,58398,83703
Sign Bottom,8242,125998,131246
Sign Bottom,8243,76092,116030
Sign Top,8244,64073,67100
Sign Bottom,8245,102867,126596
Sign Top,8246,89027,126682
Sign Top,8247,83000,115995
Sign Top,8248,20595,53040
Sign Bottom,8249,25559,37872
Sign Top,8250,4831,37656
Sign Top,8251,33319,59703
Sign Top,8252,31000,36740
Sign Top,8253,5046,33734
Sign Top,8254,180500,230048
Sign Top,8255,31873,49493
Sign Top,8256,50000,72657
Sign Bottom,8257,26818,61277
Sign Bottom,8258,104302,144831
Sign Top,8259,65000,93341
Sign Bottom,8260,30308,70561
Sign Bottom,8261,103485,105564
Sign Bottom,8262,154503,155467
Sign Top,8263,129000,174569
Sign Top,8264,79641,114699
Sign Bottom,8265,57901,79718
Sign Bottom,8266,122615,165621
Sign Bottom,8267,102082,111352
Sign Bottom,8268,63124,88902
Sign Bottom,8269,62392,63674
Sign Top,8270,41033,50858
Sign Top,8271,23554,64272
Sign Bottom,8272,53317,68947
Sign Bottom,8273,186899,235905
Sign Bottom,8274,53039,60902
Sign Top,8275,192428,224668
Sign Top,8276,28785,72255
Sign Top,8277,90543,110075
Sign Bottom,8278,150951,166094
Sign Top,8279,31050,73893
Sign Top,8280,75000,109150
Sign Top,8281,39320,88411
Sign Bottom,8282,76348,123511
Sign Top,8283,225,28722
Sign Top,8284,75158,108483
Sign Bottom,8285,41010,62408
Sign Top,8286,1033,25801
Sign Bottom,8287,7573,21684
Sign Bottom,8288,97207,98149
Sign Bottom,8289,11635,34102
Sign Top,8290,105,23279
Sign Bottom,8291,48695,66178
Sign Bottom,8292,54761,71860
Sign Top,8293,16584,41472
Sign Top,8294,132045,167363
Sign Bottom,8295,61106,62837
Sign Top,8296,214000,241321
Sign Bottom,8297,22517,51353
Sign Bottom,8298,22571,60556
Sign Top,8299,21577,40342
Sign Top,8300,32722,72519
Sign Top,8301,85319,128092
Sign Bottom,8302,8476,55419
Sign Bottom,8303,213500,218313
Sign Bottom,8304,43199,43383
Sign Top,8305,7690,55933
